geneSymbol	geneid
BHMT2	ENSG00000132840
BICC1	ENSG00000122870
BICD1	ENSG00000151746
BICD2	ENSG00000185963
BID	ENSG00000015475
BIK	ENSG00000100290
BIN1	ENSG00000136717
BIN2	ENSG00000110934
BIN3	ENSG00000147439
BIRC2	ENSG00000110330
BIRC3	ENSG00000023445
BIRC5	ENSG00000089685
BIRC7	ENSG00000101197
BLCAP	ENSG00000166619
BLK	ENSG00000136573
BLM	ENSG00000197299
BLMH	ENSG00000108578
BLNK	ENSG00000095585
BLOC1S1	ENSG00000135441
BLVRA	ENSG00000106605
BLVRB	ENSG00000090013
BLZF1	ENSG00000117475
BMP1	ENSG00000168487
BMP10	ENSG00000163217
BMP2	ENSG00000125845
BMP2K	ENSG00000138756
BMP3	ENSG00000152785
BMP4	ENSG00000125378
BMP5	ENSG00000112175
BMP6	ENSG00000153162
BMP7	ENSG00000101144
BMP8A	ENSG00000183682
BMP8B	ENSG00000116985
BMPR1A	ENSG00000107779
BMPR1B	ENSG00000138696
BMPR2	ENSG00000204217
BMS1	ENSG00000165733
BMX	ENSG00000102010
BNC1	ENSG00000169594
BNC2	ENSG00000173068
BNIP1	ENSG00000113734
BNIP2	ENSG00000140299
BNIP3	ENSG00000176171
BNIP3L	ENSG00000104765
BOLA1	ENSG00000178096
BOP1	ENSG00000261236
BPGM	ENSG00000172331
BPHL	ENSG00000137274
BPI	ENSG00000101425
BPTF	ENSG00000171634
BRAF	ENSG00000157764
BRAP	ENSG00000089234
BRCA1	ENSG00000012048
BRCA2	ENSG00000139618
BRCC3	ENSG00000185515
BRD1	ENSG00000100425
BRD2	ENSG00000204256
BRD3	ENSG00000169925
BRD4	ENSG00000141867
BRD8	ENSG00000112983
BRD9	ENSG00000028310
BRDT	ENSG00000137948
BRF1	ENSG00000185024
BRF2	ENSG00000104221
BRIP1	ENSG00000136492
BRIX1	ENSG00000113460
BRMS1	ENSG00000174744
BRPF1	ENSG00000156983
BRS3	ENSG00000102239
BRSK2	ENSG00000174672
BRWD1	ENSG00000185658
BSDC1	ENSG00000160058
BSG	ENSG00000172270
BSN	ENSG00000164061
BSPRY	ENSG00000119411
BST1	ENSG00000109743
BST2	ENSG00000130303
BTAF1	ENSG00000095564
BTBD1	ENSG00000064726
BTBD2	ENSG00000133243
BTBD3	ENSG00000132640
BTBD7	ENSG00000011114
BTC	ENSG00000174808
BTD	ENSG00000169814
BTF3	ENSG00000145741
BTG1	ENSG00000133639
BTG2	ENSG00000159388
BTG3	ENSG00000154640
BTG4	ENSG00000137707
BTK	ENSG00000010671
BTN2A1	ENSG00000112763
BTN2A2	ENSG00000124508
BTN3A1	ENSG00000026950
BTN3A2	ENSG00000186470
BTN3A3	ENSG00000111801
BTNL3	ENSG00000168903
BTNL8	ENSG00000113303
BTRC	ENSG00000166167
BUB1	ENSG00000169679
BUB1B	ENSG00000156970
BUB3	ENSG00000154473
BUD31	ENSG00000106245
BYSL	ENSG00000112578
BZW2	ENSG00000136261
C10orf88	ENSG00000119965
C10orf95	ENSG00000120055
C11orf16	ENSG00000176029
C11orf24	ENSG00000171067
C11orf49	ENSG00000149179
C11orf58	ENSG00000110696
C11orf68	ENSG00000175573
C11orf80	ENSG00000173715
C11orf95	ENSG00000188070
C12orf10	ENSG00000139637
C12orf29	ENSG00000133641
C12orf4	ENSG00000047621
C12orf43	ENSG00000157895
C12orf49	ENSG00000111412
C14orf132	ENSG00000227051
C14orf93	ENSG00000100802
C15orf39	ENSG00000167173
C16orf58	ENSG00000140688
C16orf71	ENSG00000166246
C17orf53	ENSG00000125319
C17orf75	ENSG00000108666
C17orf80	ENSG00000141219
C18orf25	ENSG00000152242
C19orf53	ENSG00000104979
C19orf54	ENSG00000188493
C19orf57	ENSG00000132016
C19orf73	ENSG00000221916
C1D	ENSG00000197223
C1GALT1	ENSG00000106392
C1GALT1C1	ENSG00000171155
C1orf105	ENSG00000180999
C1orf109	ENSG00000116922
C1orf112	ENSG00000000460
C1orf115	ENSG00000162817
C1orf116	ENSG00000182795
C1orf159	ENSG00000131591
C1orf174	ENSG00000198912
C1orf21	ENSG00000116667
C1orf216	ENSG00000142686
C1orf35	ENSG00000143793
C1orf54	ENSG00000118292
C1orf56	ENSG00000143443
C1orf61	ENSG00000125462
C1orf68	ENSG00000198854
C1QA	ENSG00000173372
C1QB	ENSG00000173369
C1QBP	ENSG00000108561
C1QL1	ENSG00000131094
C1QTNF1	ENSG00000173918
C1QTNF3	ENSG00000082196
C1R	ENSG00000159403
C1RL	ENSG00000139178
C1S	ENSG00000182326
C2	ENSG00000166278
C20orf27	ENSG00000101220
C21orf62	ENSG00000205929
C21orf91	ENSG00000154642
C22orf46	ENSG00000184208
C2CD2	ENSG00000157617
C2CD2L	ENSG00000172375
C2CD3	ENSG00000168014
C2orf42	ENSG00000115998
C2orf49	ENSG00000135974
C2orf68	ENSG00000168887
C2orf72	ENSG00000204128
C3	ENSG00000125730
C3AR1	ENSG00000171860
C3orf14	ENSG00000114405
C3orf18	ENSG00000088543
C3orf52	ENSG00000114529
C4BPA	ENSG00000123838
C4BPB	ENSG00000123843
C4orf19	ENSG00000154274
C5	ENSG00000106804
C5AR1	ENSG00000197405
C5orf15	ENSG00000113583
C5orf22	ENSG00000082213
C5orf30	ENSG00000181751
C6	ENSG00000039537
C6orf120	ENSG00000185127
C6orf15	ENSG00000204542
C6orf47	ENSG00000204439
C6orf62	ENSG00000112308
C7	ENSG00000112936
C7orf25	ENSG00000136197
C7orf26	ENSG00000146576
C7orf69	ENSG00000136275
C8A	ENSG00000157131
C8B	ENSG00000021852
C8G	ENSG00000176919
C8orf33	ENSG00000182307
C9	ENSG00000113600
C9orf116	ENSG00000160345
C9orf16	ENSG00000171159
C9orf40	ENSG00000135045
C9orf78	ENSG00000136819
CA1	ENSG00000133742
CA10	ENSG00000154975
CA11	ENSG00000063180
CA12	ENSG00000074410
CA14	ENSG00000118298
CA2	ENSG00000104267
CA3	ENSG00000164879
CA4	ENSG00000167434
CA5B	ENSG00000169239
CA6	ENSG00000131686
CA7	ENSG00000168748
CA8	ENSG00000178538
CA9	ENSG00000107159
CAB39	ENSG00000135932
CAB39L	ENSG00000102547
CABIN1	ENSG00000099991
CABP1	ENSG00000157782
CABP2	ENSG00000167791
CABP5	ENSG00000105507
CABYR	ENSG00000154040
CACNA1A	ENSG00000141837
CACNA1B	ENSG00000148408
CACNA1C	ENSG00000151067
CACNA1D	ENSG00000157388
CACNA1E	ENSG00000198216
CACNA1F	ENSG00000102001
CACNA1G	ENSG00000006283
CACNA1H	ENSG00000196557
CACNA1S	ENSG00000081248
CACNA2D1	ENSG00000153956
CACNA2D2	ENSG00000007402
CACNA2D3	ENSG00000157445
CACNB1	ENSG00000067191
CACNB2	ENSG00000165995
CACNB3	ENSG00000167535
CACNB4	ENSG00000182389
CACNG1	ENSG00000108878
CACNG2	ENSG00000166862
CACNG3	ENSG00000006116
CACNG4	ENSG00000075461
CACNG5	ENSG00000075429
CACYBP	ENSG00000116161
CAD	ENSG00000084774
CADM1	ENSG00000182985
CADM3	ENSG00000162706
CADM4	ENSG00000105767
CADPS	ENSG00000163618
CADPS2	ENSG00000081803
CALB1	ENSG00000104327
CALB2	ENSG00000172137
CALCA	ENSG00000110680
CALCB	ENSG00000175868
CALCOCO1	ENSG00000012822
CALCOCO2	ENSG00000136436
CALCR	ENSG00000004948
CALCRL	ENSG00000064989
CALD1	ENSG00000122786
CALHM2	ENSG00000138172
CALM1	ENSG00000198668
CALM3	ENSG00000160014
CALML3	ENSG00000178363
CALML4	ENSG00000129007
CALML5	ENSG00000178372
CALR	ENSG00000179218
CALU	ENSG00000128595
CALY	ENSG00000130643
CAMK1	ENSG00000134072
CAMK1D	ENSG00000183049
CAMK1G	ENSG00000008118
CAMK2A	ENSG00000070808
CAMK2B	ENSG00000058404
CAMK2G	ENSG00000148660
CAMK2N1	ENSG00000162545
CAMK4	ENSG00000152495
CAMKK2	ENSG00000110931
CAMKV	ENSG00000164076
CAMLG	ENSG00000164615
CAMP	ENSG00000164047
CAMSAP1	ENSG00000130559
CAMTA1	ENSG00000171735
CAMTA2	ENSG00000108509
CAND1	ENSG00000111530
CAND2	ENSG00000144712
CANT1	ENSG00000171302
CANX	ENSG00000127022
CAP1	ENSG00000131236
CAP2	ENSG00000112186
CAPG	ENSG00000042493
CAPN1	ENSG00000014216
CAPN10	ENSG00000142330
CAPN11	ENSG00000137225
CAPN2	ENSG00000162909
CAPN3	ENSG00000092529
CAPN5	ENSG00000149260
CAPN6	ENSG00000077274
CAPN7	ENSG00000131375
CAPN9	ENSG00000135773
CAPNS1	ENSG00000126247
CAPRIN1	ENSG00000135387
CAPRIN2	ENSG00000110888
CAPZA2	ENSG00000198898
CAPZB	ENSG00000077549
CARD10	ENSG00000100065
CARD14	ENSG00000141527
CARD8	ENSG00000105483
CARD9	ENSG00000187796
CARHSP1	ENSG00000153048
CARM1	ENSG00000142453
CARS	ENSG00000110619
CARS2	ENSG00000134905
CARTPT	ENSG00000164326
CASC1	ENSG00000118307
CASC3	ENSG00000108349
CASD1	ENSG00000127995
CASK	ENSG00000147044
CASKIN2	ENSG00000177303
CASP1	ENSG00000137752
CASP10	ENSG00000003400
CASP2	ENSG00000106144
CASP3	ENSG00000164305
CASP4	ENSG00000196954
CASP5	ENSG00000137757
CASP6	ENSG00000138794
CASP7	ENSG00000165806
CASP8	ENSG00000064012
CASP8AP2	ENSG00000118412
CASP9	ENSG00000132906
CASQ1	ENSG00000143318
CASQ2	ENSG00000118729
CASR	ENSG00000036828
CASS4	ENSG00000087589
CAST	ENSG00000153113
CASZ1	ENSG00000130940
CAT	ENSG00000121691
CATSPERG	ENSG00000099338
CAV1	ENSG00000105974
CAV2	ENSG00000105971
CAV3	ENSG00000182533
CBFA2T2	ENSG00000078699
CBFA2T3	ENSG00000129993
CBFB	ENSG00000067955
CBL	ENSG00000110395
CBLB	ENSG00000114423
CBLC	ENSG00000142273
CBLL1	ENSG00000105879
CBLN1	ENSG00000102924
CBR1	ENSG00000159228
CBR3	ENSG00000159231
CBR4	ENSG00000145439
CBX2	ENSG00000173894
CBX3	ENSG00000122565
CBX4	ENSG00000141582
CBX5	ENSG00000094916
CBX6	ENSG00000183741
CBX7	ENSG00000100307
CBX8	ENSG00000141570
CBY1	ENSG00000100211
CC2D1A	ENSG00000132024
CCDC102B	ENSG00000150636
CCDC106	ENSG00000173581
CCDC121	ENSG00000176714
CCDC130	ENSG00000104957
CCDC134	ENSG00000100147
CCDC15	ENSG00000149548
CCDC22	ENSG00000101997
CCDC25	ENSG00000147419
CCDC28A	ENSG00000024862
CCDC28B	ENSG00000160050
CCDC33	ENSG00000140481
CCDC40	ENSG00000141519
CCDC47	ENSG00000108588
CCDC51	ENSG00000164051
CCDC59	ENSG00000133773
CCDC6	ENSG00000108091
CCDC68	ENSG00000166510
CCDC69	ENSG00000198624
CCDC70	ENSG00000123171
CCDC81	ENSG00000149201
CCDC82	ENSG00000149231
CCDC85B	ENSG00000175602
CCDC85C	ENSG00000205476
CCDC86	ENSG00000110104
CCDC87	ENSG00000182791
CCDC88A	ENSG00000115355
CCDC9	ENSG00000105321
CCDC90B	ENSG00000137500
CCDC91	ENSG00000123106
CCDC92	ENSG00000119242
CCDC93	ENSG00000125633
CCHCR1	ENSG00000204536
CCIN	ENSG00000185972
CCK	ENSG00000187094
CCKAR	ENSG00000163394
CCKBR	ENSG00000110148
CCL1	ENSG00000108702
CCL11	ENSG00000172156
CCL13	ENSG00000181374
CCL16	ENSG00000275152
CCL17	ENSG00000102970
CCL18	ENSG00000275385
CCL19	ENSG00000172724
CCL2	ENSG00000108691
CCL20	ENSG00000115009
CCL21	ENSG00000137077
CCL22	ENSG00000102962
CCL23	ENSG00000274736
CCL24	ENSG00000106178
CCL25	ENSG00000131142
CCL27	ENSG00000213927
CCL4	ENSG00000275302
CCL5	ENSG00000271503
CCL7	ENSG00000108688
CCL8	ENSG00000108700
CCNA1	ENSG00000133101
CCNA2	ENSG00000145386
CCNB1	ENSG00000134057
CCNB1IP1	ENSG00000100814
CCNB2	ENSG00000157456
CCNC	ENSG00000112237
CCND1	ENSG00000110092
CCND2	ENSG00000118971
CCND3	ENSG00000112576
CCNE1	ENSG00000105173
CCNE2	ENSG00000175305
CCNF	ENSG00000162063
CCNG1	ENSG00000113328
CCNG2	ENSG00000138764
CCNH	ENSG00000134480
CCNI	ENSG00000118816
CCNJ	ENSG00000107443
CCNJL	ENSG00000135083
CCNK	ENSG00000090061
CCNL1	ENSG00000163660
CCNL2	ENSG00000221978
CCNO	ENSG00000152669
CCNT1	ENSG00000129315
CCNT2	ENSG00000082258
CCPG1	ENSG00000260916
CCR1	ENSG00000163823
CCR10	ENSG00000184451
CCR2	ENSG00000121807
CCR3	ENSG00000183625
CCR4	ENSG00000183813
CCR5	ENSG00000160791
CCR6	ENSG00000112486
CCR7	ENSG00000126353
CCR8	ENSG00000179934
CCR9	ENSG00000173585
CCRL2	ENSG00000121797
CCS	ENSG00000173992
CCT2	ENSG00000166226
CCT3	ENSG00000163468
CCT4	ENSG00000115484
CCT5	ENSG00000150753
CCT6A	ENSG00000146731
CCT6B	ENSG00000132141
CCT7	ENSG00000135624
CCT8	ENSG00000156261
CD101	ENSG00000134256
CD14	ENSG00000170458
CD151	ENSG00000177697
CD160	ENSG00000117281
CD163	ENSG00000177575
CD164	ENSG00000135535
CD177	ENSG00000204936
CD180	ENSG00000134061
CD19	ENSG00000177455
CD1A	ENSG00000158477
CD1B	ENSG00000158485
CD1C	ENSG00000158481
CD1D	ENSG00000158473
CD1E	ENSG00000158488
CD2	ENSG00000116824
CD200	ENSG00000091972
CD207	ENSG00000116031
CD209	ENSG00000090659
CD22	ENSG00000012124
CD226	ENSG00000150637
CD244	ENSG00000122223
CD247	ENSG00000198821
CD248	ENSG00000174807
CD27	ENSG00000139193
CD28	ENSG00000178562
CD2AP	ENSG00000198087
CD2BP2	ENSG00000169217
CD300A	ENSG00000167851
CD300C	ENSG00000167850
CD320	ENSG00000167775
CD33	ENSG00000105383
CD34	ENSG00000174059
CD36	ENSG00000135218
CD37	ENSG00000104894
CD38	ENSG00000004468
CD3D	ENSG00000167286
CD3E	ENSG00000198851
CD3EAP	ENSG00000117877
CD3G	ENSG00000160654
CD4	ENSG00000010610
CD40	ENSG00000101017
CD40LG	ENSG00000102245
CD44	ENSG00000026508
CD46	ENSG00000117335
CD47	ENSG00000196776
CD48	ENSG00000117091
CD5	ENSG00000110448
CD52	ENSG00000169442
CD53	ENSG00000143119
CD55	ENSG00000196352
CD58	ENSG00000116815
CD59	ENSG00000085063
CD5L	ENSG00000073754
CD6	ENSG00000013725
CD63	ENSG00000135404
CD68	ENSG00000129226
CD69	ENSG00000110848
CD7	ENSG00000173762
CD70	ENSG00000125726
CD72	ENSG00000137101
CD74	ENSG00000019582
CD79A	ENSG00000105369
CD79B	ENSG00000007312
CD80	ENSG00000121594
CD81	ENSG00000110651
CD82	ENSG00000085117
CD83	ENSG00000112149
CD84	ENSG00000066294
CD86	ENSG00000114013
CD8A	ENSG00000153563
CD8B	ENSG00000172116
CD9	ENSG00000010278
CD93	ENSG00000125810
CD96	ENSG00000153283
CDA	ENSG00000158825
CDADC1	ENSG00000102543
CDC123	ENSG00000151465
CDC14A	ENSG00000079335
CDC14B	ENSG00000081377
CDC16	ENSG00000130177
CDC20	ENSG00000117399
CDC23	ENSG00000094880
CDC25A	ENSG00000164045
CDC25B	ENSG00000101224
CDC25C	ENSG00000158402
CDC27	ENSG00000004897
CDC34	ENSG00000099804
CDC37	ENSG00000105401
CDC37L1	ENSG00000106993
CDC40	ENSG00000168438
CDC42	ENSG00000070831
CDC42BPA	ENSG00000143776
CDC42BPB	ENSG00000198752
CDC42EP1	ENSG00000128283
CDC42EP2	ENSG00000149798
CDC42EP3	ENSG00000163171
CDC42EP4	ENSG00000179604
CDC42SE1	ENSG00000197622
CDC45	ENSG00000093009
CDC5L	ENSG00000096401
CDC6	ENSG00000094804
CDC7	ENSG00000097046
CDC73	ENSG00000134371
CDCA3	ENSG00000111665
CDCA4	ENSG00000170779
CDCA8	ENSG00000134690
CDCP1	ENSG00000163814
CDH1	ENSG00000039068
CDH10	ENSG00000040731
CDH11	ENSG00000140937
CDH12	ENSG00000154162
CDH13	ENSG00000140945
CDH15	ENSG00000129910
CDH16	ENSG00000166589
CDH17	ENSG00000079112
CDH18	ENSG00000145526
CDH19	ENSG00000071991
CDH2	ENSG00000170558
CDH20	ENSG00000101542
CDH22	ENSG00000149654
CDH3	ENSG00000062038
CDH4	ENSG00000179242
CDH5	ENSG00000179776
CDH6	ENSG00000113361
CDH7	ENSG00000081138
CDH8	ENSG00000150394
CDH9	ENSG00000113100
CDHR1	ENSG00000148600
CDHR2	ENSG00000074276
CDHR5	ENSG00000099834
CDIPT	ENSG00000103502
CDK1	ENSG00000170312
CDK10	ENSG00000185324
CDK12	ENSG00000167258
CDK13	ENSG00000065883
CDK14	ENSG00000058091
CDK16	ENSG00000102225
CDK17	ENSG00000059758
CDK18	ENSG00000117266
CDK19	ENSG00000155111
CDK2	ENSG00000123374
CDK20	ENSG00000156345
CDK2AP1	ENSG00000111328
CDK2AP2	ENSG00000167797
CDK4	ENSG00000135446
CDK5	ENSG00000164885
CDK5R1	ENSG00000176749
CDK5R2	ENSG00000171450
CDK5RAP1	ENSG00000101391
CDK5RAP2	ENSG00000136861
CDK5RAP3	ENSG00000108465
CDK6	ENSG00000105810
CDK7	ENSG00000134058
CDK8	ENSG00000132964
CDK9	ENSG00000136807
CDKAL1	ENSG00000145996
CDKL1	ENSG00000100490
CDKL2	ENSG00000138769
CDKL3	ENSG00000006837
CDKL5	ENSG00000008086
CDKN1A	ENSG00000124762
CDKN1B	ENSG00000111276
CDKN1C	ENSG00000129757
CDKN2A	ENSG00000147889
CDKN2AIP	ENSG00000168564
CDKN2B	ENSG00000147883
CDKN2C	ENSG00000123080
CDKN2D	ENSG00000129355
CDKN3	ENSG00000100526
CDO1	ENSG00000129596
CDON	ENSG00000064309
CDR1	ENSG00000184258
CDR2	ENSG00000140743
CDR2L	ENSG00000109089
CDS1	ENSG00000163624
CDS2	ENSG00000101290
CDSN	ENSG00000204539
CDT1	ENSG00000167513
CDV3	ENSG00000091527
CDX1	ENSG00000113722
CDX2	ENSG00000165556
CDX4	ENSG00000131264
CDYL	ENSG00000153046
CEACAM1	ENSG00000079385
CEACAM21	ENSG00000007129
CEACAM3	ENSG00000170956
CEACAM4	ENSG00000105352
CEACAM5	ENSG00000105388
CEACAM6	ENSG00000086548
CEACAM7	ENSG00000007306
CEACAM8	ENSG00000124469
CEBPA	ENSG00000245848
CEBPB	ENSG00000172216
CEBPD	ENSG00000221869
CEBPE	ENSG00000092067
CEBPG	ENSG00000153879
CEBPZ	ENSG00000115816
CEL	ENSG00000170835
CELA2A	ENSG00000142615
CELA2B	ENSG00000215704
CELA3A	ENSG00000142789
CELA3B	ENSG00000219073
CELF1	ENSG00000149187
CELF2	ENSG00000048740
CELF3	ENSG00000159409
CELSR1	ENSG00000075275
CELSR2	ENSG00000143126
CELSR3	ENSG00000008300
CEND1	ENSG00000184524
CENPA	ENSG00000115163
CENPB	ENSG00000125817
CENPE	ENSG00000138778
CENPF	ENSG00000117724
CENPI	ENSG00000102384
CENPJ	ENSG00000151849
CENPM	ENSG00000100162
CENPN	ENSG00000166451
CENPO	ENSG00000138092
CENPQ	ENSG00000031691
CENPT	ENSG00000102901
CEP135	ENSG00000174799
CEP152	ENSG00000103995
CEP164	ENSG00000110274
CEP192	ENSG00000101639
CEP250	ENSG00000126001
CEP290	ENSG00000198707
CEP350	ENSG00000135837
CEP55	ENSG00000138180
CEP57	ENSG00000166037
CEP63	ENSG00000182923
CEP68	ENSG00000011523
CEP70	ENSG00000114107
CEP72	ENSG00000112877
CEP76	ENSG00000101624
CEP97	ENSG00000182504
CEPT1	ENSG00000134255
CER1	ENSG00000147869
CERK	ENSG00000100422
CES2	ENSG00000172831
CETN1	ENSG00000177143
CETN2	ENSG00000147400
CETN3	ENSG00000153140
CETP	ENSG00000087237
CFB	ENSG00000243649
CFD	ENSG00000197766
CFDP1	ENSG00000153774
CFH	ENSG00000000971
CFHR5	ENSG00000134389
CFI	ENSG00000205403
CFLAR	ENSG00000003402
CFP	ENSG00000126759
CFTR	ENSG00000001626
CGA	ENSG00000135346
CGGBP1	ENSG00000163320
CGREF1	ENSG00000138028
CGRRF1	ENSG00000100532
CH25H	ENSG00000138135
CHAC1	ENSG00000128965
CHAD	ENSG00000136457
CHAF1A	ENSG00000167670
CHAF1B	ENSG00000159259
CHCHD2	ENSG00000106153
CHCHD3	ENSG00000106554
CHCHD7	ENSG00000170791
CHD1L	ENSG00000131778
CHD3	ENSG00000170004
CHD4	ENSG00000111642
CHD5	ENSG00000116254
CHD7	ENSG00000171316
CHD8	ENSG00000100888
CHD9	ENSG00000177200
CHEK1	ENSG00000149554
CHERP	ENSG00000085872
CHFR	ENSG00000072609
CHGA	ENSG00000100604
CHGB	ENSG00000089199
CHI3L1	ENSG00000133048
CHI3L2	ENSG00000064886
CHIA	ENSG00000134216
CHIC2	ENSG00000109220
CHIT1	ENSG00000133063
CHKA	ENSG00000110721
CHL1	ENSG00000134121
CHM	ENSG00000188419
CHML	ENSG00000203668
CHMP1A	ENSG00000131165
CHMP1B	ENSG00000255112
CHMP2A	ENSG00000130724
CHMP2B	ENSG00000083937
CHMP4A	ENSG00000254505
CHMP5	ENSG00000086065
CHMP6	ENSG00000176108
CHMP7	ENSG00000147457
CHN1	ENSG00000128656
CHN2	ENSG00000106069
CHODL	ENSG00000154645
CHORDC1	ENSG00000110172
CHP2	ENSG00000166869
CHPF	ENSG00000123989
CHPF2	ENSG00000033100
CHPT1	ENSG00000111666
CHRD	ENSG00000090539
CHRDL1	ENSG00000101938
CHRM2	ENSG00000181072
CHRM3	ENSG00000133019
CHRM5	ENSG00000184984
CHRNA1	ENSG00000138435
CHRNA2	ENSG00000120903
CHRNA3	ENSG00000080644
CHRNA4	ENSG00000101204
CHRNA5	ENSG00000169684
CHRNA6	ENSG00000147434
CHRNA9	ENSG00000174343
CHRNB1	ENSG00000170175
CHRNB2	ENSG00000160716
CHRNB3	ENSG00000147432
CHRNB4	ENSG00000117971
CHRND	ENSG00000135902
CHRNE	ENSG00000108556
CHRNG	ENSG00000196811
CHST1	ENSG00000175264
CHST10	ENSG00000115526
CHST11	ENSG00000171310
CHST12	ENSG00000136213
CHST15	ENSG00000182022
CHST2	ENSG00000175040
CHST3	ENSG00000122863
CHST4	ENSG00000140835
CHST5	ENSG00000135702
CHST7	ENSG00000147119
CHST8	ENSG00000124302
CHSY1	ENSG00000131873
CHUK	ENSG00000213341
CIAO1	ENSG00000144021
CIAPIN1	ENSG00000005194
CIB1	ENSG00000185043
CIB2	ENSG00000136425
CIC	ENSG00000079432
CIDEA	ENSG00000176194
CIDEB	ENSG00000136305
CIDEC	ENSG00000187288
CIITA	ENSG00000179583
CILP	ENSG00000138615
CINP	ENSG00000100865
CIR1	ENSG00000138433
CIRBP	ENSG00000099622
CISD1	ENSG00000122873
CISH	ENSG00000114737
CIT	ENSG00000122966
CITED1	ENSG00000125931
CITED2	ENSG00000164442
CIZ1	ENSG00000148337
CKAP2	ENSG00000136108
CKAP4	ENSG00000136026
CKAP5	ENSG00000175216
CKB	ENSG00000166165
CKM	ENSG00000104879
CKMT2	ENSG00000131730
CKS2	ENSG00000123975
CLASP1	ENSG00000074054
CLASP2	ENSG00000163539
CLC	ENSG00000105205
CLCA1	ENSG00000016490
CLCA2	ENSG00000137975
CLCA4	ENSG00000016602
CLCF1	ENSG00000175505
CLCN1	ENSG00000188037
CLCN2	ENSG00000114859
CLCN3	ENSG00000109572
CLCN4	ENSG00000073464
CLCN5	ENSG00000171365
CLCN6	ENSG00000011021
CLCN7	ENSG00000103249
CLCNKB	ENSG00000184908
CLDN1	ENSG00000163347
CLDN10	ENSG00000134873
CLDN11	ENSG00000013297
CLDN14	ENSG00000159261
CLDN15	ENSG00000106404
CLDN16	ENSG00000113946
CLDN17	ENSG00000156282
CLDN18	ENSG00000066405
CLDN3	ENSG00000165215
CLDN4	ENSG00000189143
CLDN5	ENSG00000184113
CLDN6	ENSG00000184697
CLDN7	ENSG00000181885
CLDN8	ENSG00000156284
CLDN9	ENSG00000213937
CLDND1	ENSG00000080822
CLEC10A	ENSG00000132514
CLEC11A	ENSG00000105472
CLEC16A	ENSG00000038532
CLEC1A	ENSG00000150048
CLEC1B	ENSG00000165682
CLEC2B	ENSG00000110852
CLEC2D	ENSG00000069493
CLEC3B	ENSG00000163815
CLEC4A	ENSG00000111729
CLEC4E	ENSG00000166523
CLEC4M	ENSG00000104938
CLEC5A	ENSG00000258227
CLEC7A	ENSG00000172243
CLGN	ENSG00000153132
CLIC1	ENSG00000213719
CLIC2	ENSG00000155962
CLIC3	ENSG00000169583
CLIC4	ENSG00000169504
CLIC5	ENSG00000112782
CLINT1	ENSG00000113282
CLIP1	ENSG00000130779
CLIP2	ENSG00000106665
CLIP3	ENSG00000105270
CLIP4	ENSG00000115295
CLK1	ENSG00000013441
CLK2	ENSG00000176444
CLK3	ENSG00000179335
CLK4	ENSG00000113240
CLMN	ENSG00000165959
CLN3	ENSG00000188603
CLN5	ENSG00000102805
CLN6	ENSG00000128973
CLN8	ENSG00000182372
CLNS1A	ENSG00000074201
CLOCK	ENSG00000134852
CLP1	ENSG00000172409
CLPB	ENSG00000162129
CLPP	ENSG00000125656
CLPS	ENSG00000137392
CLPTM1	ENSG00000104853
CLPX	ENSG00000166855
CLSPN	ENSG00000092853
CLSTN1	ENSG00000171603
CLSTN2	ENSG00000158258
CLSTN3	ENSG00000139182
CLTA	ENSG00000122705
CLTB	ENSG00000175416
CLTC	ENSG00000141367
CLTCL1	ENSG00000070371
CLU	ENSG00000120885
CLUAP1	ENSG00000103351
CLUL1	ENSG00000079101
CMA1	ENSG00000092009
CMAS	ENSG00000111726
CMKLR1	ENSG00000174600
CMPK1	ENSG00000162368
CMTM6	ENSG00000091317
CNBP	ENSG00000169714
CNDP2	ENSG00000133313
CNGA1	ENSG00000198515
CNGA3	ENSG00000144191
CNGB1	ENSG00000070729
CNGB3	ENSG00000170289
CNIH3	ENSG00000143786
CNIH4	ENSG00000143771
CNKSR1	ENSG00000142675
CNKSR2	ENSG00000149970
CNN1	ENSG00000130176
CNN2	ENSG00000064666
CNN3	ENSG00000117519
CNNM1	ENSG00000119946
CNNM2	ENSG00000148842
CNNM3	ENSG00000168763
CNNM4	ENSG00000158158
CNOT1	ENSG00000125107
CNOT2	ENSG00000111596
CNOT3	ENSG00000088038
CNOT4	ENSG00000080802
CNOT6	ENSG00000113300
CNOT7	ENSG00000198791
CNOT8	ENSG00000155508
CNP	ENSG00000173786
CNPY2	ENSG00000257727
CNPY3	ENSG00000137161
CNR1	ENSG00000118432
CNR2	ENSG00000188822
CNTD2	ENSG00000105219
CNTFR	ENSG00000122756
CNTLN	ENSG00000044459
CNTN1	ENSG00000018236
CNTN2	ENSG00000184144
CNTN5	ENSG00000149972
CNTN6	ENSG00000134115
CNTNAP1	ENSG00000108797
CNTNAP2	ENSG00000174469
COASY	ENSG00000068120
COBL	ENSG00000106078
COBLL1	ENSG00000082438
COCH	ENSG00000100473
COG2	ENSG00000135775
COG4	ENSG00000103051
COG5	ENSG00000164597
COG7	ENSG00000168434
COIL	ENSG00000121058
COL10A1	ENSG00000123500
COL11A1	ENSG00000060718
COL11A2	ENSG00000204248
COL13A1	ENSG00000197467
COL14A1	ENSG00000187955
COL15A1	ENSG00000204291
COL16A1	ENSG00000084636
COL17A1	ENSG00000065618
COL18A1	ENSG00000182871
